pid,collaborative,duration_ms,num_albums,num_artists,num_edits,num_followers,num_tracks,diversity_ratio
102076,false,17614388,67,46,4,1,75,0.6133333333333333
102077,false,20374974,53,46,9,1,97,0.4742268041237113
102078,false,22120907,48,36,37,4,104,0.34615384615384615
102079,false,33183356,114,82,4,1,149,0.5503355704697986
102080,false,1024719,5,5,3,1,5,1.0
102081,false,4785590,15,9,6,1,21,0.42857142857142855
102082,false,5513945,20,21,15,1,22,0.9545454545454546
102083,false,12900506,34,25,13,1,60,0.4166666666666667
102084,false,13632368,38,37,5,4,73,0.5068493150684932
102085,false,4421006,6,5,7,1,20,0.25
102086,false,2505436,9,8,2,1,9,0.8888888888888888
102087,false,12707166,35,25,5,1,43,0.5813953488372093
102088,false,7533207,30,27,7,1,34,0.7941176470588235
102089,false,9214482,31,25,19,1,36,0.6944444444444444
102090,false,17771613,77,71,9,1,82,0.8658536585365854
102091,false,42003155,149,120,5,1,176,0.6818181818181818
102092,false,3456004,14,12,4,1,16,0.75
102093,false,20201712,62,36,11,1,81,0.4444444444444444
102094,false,39009788,144,90,41,1,165,0.5454545454545454
102095,false,7428595,29,29,2,1,30,0.9666666666666667
102096,false,22279111,88,74,22,1,93,0.7956989247311828
102097,false,7700747,32,30,8,1,35,0.8571428571428571
102098,false,12730412,23,16,25,1,37,0.43243243243243246
102099,false,26092424,89,63,62,4,106,0.5943396226415094
102100,false,9435199,33,19,4,1,42,0.4523809523809524
102101,false,10726412,36,25,16,3,49,0.5102040816326531
102102,false,19663306,63,45,12,1,83,0.5421686746987951
102103,false,13484756,45,30,4,2,53,0.5660377358490566
102104,false,14445328,50,36,35,1,55,0.6545454545454545
102105,false,25899627,21,10,4,1,156,0.0641025641025641
102106,false,62562921,152,116,8,2,248,0.46774193548387094
102107,false,16186478,55,37,7,1,64,0.578125
102108,false,8881694,30,26,5,1,38,0.6842105263157895
102109,false,8127901,30,22,8,1,36,0.6111111111111112
102110,false,9892529,32,21,7,1,44,0.4772727272727273
102111,false,15728440,35,27,11,1,65,0.4153846153846154
102112,false,10226658,38,30,9,1,45,0.6666666666666666
102113,false,38797407,171,149,65,2,176,0.8465909090909091
102114,false,17620457,16,10,2,1,96,0.10416666666666667
102115,false,6319040,28,28,4,1,30,0.9333333333333333
102116,false,5019676,17,14,13,1,20,0.7
102117,false,24682843,65,42,12,2,105,0.4
102118,false,20857489,79,61,19,1,89,0.6853932584269663
102119,false,19113208,75,65,27,1,76,0.8552631578947368
102120,false,21444302,74,62,9,1,92,0.6739130434782609
102121,false,28932476,96,66,16,1,123,0.5365853658536586
102122,false,8637172,27,17,13,3,38,0.4473684210526316
102123,false,7613504,10,5,5,1,35,0.14285714285714285
102124,false,15600387,59,48,11,1,61,0.7868852459016393
102125,false,22617861,86,75,57,1,93,0.8064516129032258
102126,false,39574188,142,113,50,1,179,0.6312849162011173
102127,false,4591676,12,9,3,5,13,0.6923076923076923
102128,false,26818573,110,102,20,1,119,0.8571428571428571
102129,false,6856812,25,18,14,1,30,0.6
102130,false,13500058,48,35,17,1,61,0.5737704918032787
102131,false,11542729,39,39,2,1,40,0.975
102132,false,4200703,9,8,11,1,17,0.47058823529411764
102133,false,5321658,14,8,4,1,23,0.34782608695652173
102134,false,23359144,92,77,39,2,105,0.7333333333333333
102135,false,42822511,84,53,34,1,189,0.2804232804232804
102136,false,13858527,48,44,10,1,50,0.88
102137,false,17964025,60,41,25,1,71,0.5774647887323944
102138,false,11525739,33,27,29,1,53,0.5094339622641509
102139,true,1925150,9,7,2,1,9,0.7777777777777778
102140,false,11981829,44,34,8,1,50,0.68
102141,false,4974289,14,9,10,1,22,0.4090909090909091
102142,false,5911096,25,24,4,1,25,0.96
102143,false,6383586,25,20,5,1,28,0.7142857142857143
102144,false,7406948,28,22,5,1,31,0.7096774193548387
102145,false,7583898,29,21,8,3,39,0.5384615384615384
102146,false,16329609,57,38,39,4,65,0.5846153846153846
102147,false,35316352,147,133,15,1,153,0.869281045751634
102148,false,25194527,108,106,74,1,109,0.9724770642201835
102149,false,21929628,60,44,11,1,84,0.5238095238095238
102150,false,41974581,105,82,55,1,181,0.4530386740331492
102151,false,7404242,27,25,12,2,32,0.78125
102152,false,9147693,8,5,2,1,38,0.13157894736842105
102153,false,27753843,116,101,73,1,141,0.7163120567375887
102154,false,14220630,44,37,20,1,55,0.6727272727272727
102155,false,4539412,17,13,11,1,20,0.65
102156,false,8972109,30,22,18,3,38,0.5789473684210527
102157,false,17224218,55,37,19,2,80,0.4625
102158,false,10118761,37,32,33,1,48,0.6666666666666666
102159,false,1484743,7,7,5,1,7,1.0
102160,false,24395117,67,45,10,1,105,0.42857142857142855
102161,false,8304800,35,34,22,3,37,0.918918918918919
102162,false,45978193,150,101,3,3,195,0.517948717948718
102163,false,3895837,15,13,4,1,15,0.8666666666666667
102164,false,11917551,43,37,25,1,50,0.74
102165,false,9270009,21,16,11,1,38,0.42105263157894735
102166,false,34636645,48,32,5,1,146,0.2191780821917808
102167,false,30487401,87,54,68,7,131,0.4122137404580153
102168,false,4048275,16,15,11,1,18,0.8333333333333334
102169,false,35846152,150,118,60,2,162,0.7283950617283951
102170,true,33674009,139,134,27,3,150,0.8933333333333333
102171,false,5116211,23,20,5,1,23,0.8695652173913043
102172,false,4917781,19,16,6,1,21,0.7619047619047619
102173,false,41999437,88,29,7,1,160,0.18125
102174,false,4579156,16,15,3,1,19,0.7894736842105263
102175,false,16457061,75,68,22,1,75,0.9066666666666666
102176,false,31947071,112,100,18,1,128,0.78125
102177,false,42620092,137,102,9,1,182,0.5604395604395604
102178,false,11667155,38,28,8,1,46,0.6086956521739131
102179,true,8802123,36,34,28,1,36,0.9444444444444444
102180,false,5955288,14,13,3,1,16,0.8125
102181,true,10263447,40,35,18,4,41,0.8536585365853658
102182,false,13203645,21,18,2,1,67,0.26865671641791045
102183,false,40266934,121,82,30,1,174,0.47126436781609193
102184,false,38977833,70,37,3,1,162,0.22839506172839505
102185,false,18337298,81,70,35,1,84,0.8333333333333334
102186,false,3874587,6,4,5,1,13,0.3076923076923077
102187,false,22221087,116,114,28,3,117,0.9743589743589743
102188,false,2284283,10,9,5,1,11,0.8181818181818182
102189,false,4970071,11,4,2,1,21,0.19047619047619047
102190,false,1559765,6,5,5,2,7,0.7142857142857143
102191,false,12144076,50,41,23,1,51,0.803921568627451
102192,false,35010937,79,25,5,1,160,0.15625
102193,false,16087364,50,29,5,2,63,0.4603174603174603
102194,false,17500196,54,35,9,1,75,0.4666666666666667
102195,false,5732029,20,15,19,1,23,0.6521739130434783
102196,false,3417902,14,11,7,1,16,0.6875
102197,false,1746505,7,7,8,1,7,1.0
102198,false,10658043,26,13,5,2,45,0.28888888888888886
102199,false,6564452,11,5,6,1,23,0.21739130434782608
102200,false,12646403,55,41,24,2,61,0.6721311475409836
102201,false,16437138,61,47,6,1,77,0.6103896103896104
102202,true,13611019,57,51,10,1,60,0.85
102203,false,18771479,62,48,48,1,76,0.631578947368421
102204,false,12666947,45,35,6,2,48,0.7291666666666666
102205,false,29876682,62,33,3,1,125,0.264
102206,false,5885371,25,26,8,2,27,0.9629629629629629
102207,false,3085892,10,9,9,2,14,0.6428571428571429
102208,false,3656541,16,15,5,1,17,0.8823529411764706
102209,false,13140467,54,44,9,2,57,0.7719298245614035
102210,false,27712962,64,39,9,2,119,0.3277310924369748
102211,false,35437432,108,76,16,1,145,0.5241379310344828
102212,true,27928831,77,53,36,1,99,0.5353535353535354
102213,false,20805803,75,61,5,1,83,0.7349397590361446
102214,false,11230577,39,32,26,1,49,0.6530612244897959
102215,false,5580096,12,7,2,1,23,0.30434782608695654
102216,false,40034867,165,147,13,1,174,0.8448275862068966
102217,false,21273353,60,46,31,1,91,0.5054945054945055
102218,true,2858022,12,11,6,1,12,0.9166666666666666
102219,false,34744276,106,55,27,1,160,0.34375
102220,false,3576580,19,19,5,1,19,1.0
102221,false,6301898,5,16,19,1,33,0.48484848484848486
102222,false,6193018,24,10,5,1,29,0.3448275862068966
102223,false,13103034,44,25,16,2,72,0.3472222222222222
102224,false,20292269,40,18,8,2,85,0.21176470588235294
102225,false,8150014,28,18,7,1,34,0.5294117647058824
102226,false,12431696,44,37,4,2,54,0.6851851851851852
102227,false,23253445,69,42,8,1,96,0.4375
102228,false,21526896,76,56,16,2,102,0.5490196078431373
102229,false,59042564,102,58,24,1,250,0.232
102230,false,21943059,46,31,16,1,75,0.41333333333333333
102231,false,6540405,21,16,5,1,24,0.6666666666666666
102232,false,46987987,80,50,68,1,107,0.4672897196261682
102233,false,3727053,15,13,2,1,15,0.8666666666666667
102234,false,3644267,16,15,9,1,16,0.9375
102235,false,4289018,14,11,3,4,19,0.5789473684210527
102236,false,4058587,16,16,15,1,16,1.0
102237,false,8916234,35,31,5,1,38,0.8157894736842105
102238,false,17110140,58,34,6,1,75,0.4533333333333333
102239,false,15264586,68,59,34,1,71,0.8309859154929577
102240,false,14840121,47,36,11,1,60,0.6
102241,false,40070356,117,78,24,1,158,0.4936708860759494
102242,false,2751793,13,11,2,1,13,0.8461538461538461
102243,false,46402201,186,149,104,2,208,0.7163461538461539
102244,false,2730057,10,7,3,1,12,0.5833333333333334
102245,false,14076011,41,25,12,1,52,0.4807692307692308
102246,false,10979084,37,28,18,1,51,0.5490196078431373
102247,false,11971552,54,48,2,2,56,0.8571428571428571
102248,false,9333139,26,11,2,1,44,0.25
102249,false,8540052,19,23,9,2,32,0.71875
102250,false,7741898,26,25,3,1,26,0.9615384615384616
102251,false,6134763,22,20,8,1,27,0.7407407407407407
102252,false,17978678,47,38,41,1,60,0.6333333333333333
102253,false,48121336,89,52,16,1,211,0.24644549763033174
102254,false,15151646,42,26,24,2,62,0.41935483870967744
102255,false,555696,4,4,4,1,7,0.5714285714285714
102256,false,14289471,41,25,7,1,50,0.5
102257,false,5759914,17,6,3,1,21,0.2857142857142857
102258,false,19927392,68,51,62,1,85,0.6
102259,false,8035372,30,28,2,1,35,0.8
102260,false,3345780,15,13,6,2,16,0.8125
102261,false,2221855,10,4,7,1,11,0.36363636363636365
102262,false,10841071,47,41,3,1,48,0.8541666666666666
102263,false,16559577,54,34,35,1,69,0.4927536231884058
102264,false,6151920,29,27,8,2,29,0.9310344827586207
102265,false,31701978,135,114,29,5,147,0.7755102040816326
102266,false,30844349,56,45,43,1,108,0.4166666666666667
102267,false,7607770,35,21,2,1,41,0.5121951219512195
102268,false,7294392,26,23,15,1,31,0.7419354838709677
102269,false,10216188,31,28,13,1,36,0.7777777777777778
102270,true,3885849,16,16,3,1,16,1.0
102271,false,8511563,37,28,3,2,39,0.717948717948718
102272,false,18565307,40,34,16,4,89,0.38202247191011235
102273,false,14564926,48,26,3,1,65,0.4
102274,false,45084908,155,98,97,2,199,0.49246231155778897
102275,false,40761509,131,83,7,1,191,0.43455497382198954
102276,false,10133326,13,8,8,1,45,0.17777777777777778
102277,false,43693168,44,30,33,1,185,0.16216216216216217
102278,false,16420646,51,51,30,1,51,1.0
102279,false,6094294,14,11,5,1,27,0.4074074074074074
102280,false,6169766,27,19,4,1,29,0.6551724137931034
102281,false,6984485,27,20,13,1,29,0.6896551724137931
102282,false,8342438,19,11,10,2,28,0.39285714285714285
102283,false,6596665,22,17,11,1,28,0.6071428571428571
102284,false,17666388,53,36,25,1,77,0.4675324675324675
102285,false,7144260,26,20,2,1,31,0.6451612903225806
102286,false,16052104,47,50,5,2,90,0.5555555555555556
102287,false,14132589,59,59,45,1,66,0.8939393939393939
102288,false,1721160,5,5,6,1,8,0.625
102289,false,26785177,22,51,10,1,176,0.2897727272727273
102290,false,25516435,104,89,44,1,120,0.7416666666666667
102291,false,4688408,23,21,8,1,24,0.875
102292,false,4028373,16,16,10,1,16,1.0
102293,false,6861098,29,29,5,7,29,1.0
102294,false,11505870,24,20,17,1,34,0.5882352941176471
102295,false,6050269,24,21,5,1,24,0.875
102296,false,1520393,6,6,6,1,6,1.0
102297,false,7903660,35,31,26,1,36,0.8611111111111112
102298,false,7598494,24,19,7,1,30,0.6333333333333333
102299,false,53383975,140,104,50,2,226,0.46017699115044247
102300,false,16925267,67,56,19,2,77,0.7272727272727273
102301,false,2274428,13,13,12,1,13,1.0
102302,false,3819976,16,13,9,1,18,0.7222222222222222
102303,false,3943709,18,18,2,1,18,1.0
102304,false,41757949,125,86,25,1,179,0.48044692737430167
102305,false,35224684,89,47,99,3,160,0.29375
102306,false,4063546,16,13,19,1,18,0.7222222222222222
102307,false,10414370,36,34,11,2,42,0.8095238095238095
102308,false,8933169,25,21,12,1,38,0.5526315789473685
102309,false,15052365,60,47,10,1,68,0.6911764705882353
102310,false,36653088,118,88,22,1,149,0.5906040268456376
102311,false,48449457,138,106,6,2,197,0.5380710659898477
102312,false,3112763,17,13,2,1,21,0.6190476190476191
102313,false,38207313,128,100,85,1,166,0.6024096385542169
102314,false,6177704,22,19,12,1,25,0.76
102315,false,15288283,71,60,14,1,74,0.8108108108108109
102316,false,14438150,54,47,16,4,61,0.7704918032786885
102317,false,10108666,39,35,10,1,39,0.8974358974358975
102318,false,10338434,45,42,7,1,46,0.9130434782608695
102319,false,11092443,29,23,14,1,37,0.6216216216216216
102320,false,8017982,19,32,3,1,37,0.8648648648648649
102321,false,3442740,15,15,12,1,15,1.0
102322,false,36741432,150,119,88,1,170,0.7
102323,true,10930005,33,25,13,1,37,0.6756756756756757
102324,false,19679364,78,69,2,2,93,0.7419354838709677
102325,false,24665772,78,37,33,1,108,0.3425925925925926
102326,false,6650830,24,24,5,1,25,0.96
102327,false,12627126,17,8,16,1,57,0.14035087719298245
102328,false,7207191,24,12,2,1,31,0.3870967741935484
102329,false,2212667,6,6,3,1,10,0.6
102330,false,28056681,102,69,20,1,128,0.5390625
102331,false,14853332,49,38,17,1,57,0.6666666666666666
102332,false,30642290,103,48,12,1,140,0.34285714285714286
102333,false,4836613,19,18,17,1,20,0.9
102334,false,8717869,36,24,21,1,40,0.6
102335,false,5747339,12,4,3,1,21,0.19047619047619047
102336,false,11638544,43,31,11,1,47,0.6595744680851063
102337,false,5656679,19,17,4,1,27,0.6296296296296297
102338,false,52615434,159,103,115,1,225,0.4577777777777778
102339,false,4635119,19,15,5,3,20,0.75
102340,false,7045213,31,27,14,1,33,0.8181818181818182
102341,false,22936343,59,48,42,1,110,0.43636363636363634
102342,false,3857965,11,7,11,1,13,0.5384615384615384
102343,false,5926348,22,19,12,1,25,0.76
102344,false,44412328,144,96,71,2,184,0.5217391304347826
102345,false,10801817,44,43,5,1,49,0.8775510204081632
102346,false,24262343,67,46,38,3,82,0.5609756097560976
102347,false,21260829,85,55,43,3,119,0.46218487394957986
102348,false,9522680,34,30,33,2,38,0.7894736842105263
102349,false,21447504,56,36,37,1,78,0.46153846153846156
102350,false,49698142,173,115,8,3,221,0.5203619909502263
102351,false,39207764,104,76,5,1,140,0.5428571428571428
102352,false,3701372,18,16,2,1,18,0.8888888888888888
102353,false,6766283,24,20,7,1,31,0.6451612903225806
102354,false,6214386,22,21,3,2,23,0.9130434782608695
102355,false,1427536,3,3,3,1,7,0.42857142857142855
102356,false,25073218,101,83,9,1,110,0.7545454545454545
102357,false,17375223,63,55,26,2,71,0.7746478873239436
102358,false,18265945,60,41,4,2,79,0.5189873417721519
102359,false,15556829,60,44,47,2,65,0.676923076923077
102360,false,51670513,183,135,46,2,236,0.5720338983050848
102361,false,8394674,30,22,21,1,35,0.6285714285714286
102362,false,4182260,16,12,2,1,18,0.6666666666666666
102363,false,4603765,16,14,2,4,20,0.7
102364,false,11215028,24,17,12,2,43,0.3953488372093023
102365,false,4152557,15,12,6,2,16,0.75
102366,true,54175614,180,146,123,1,200,0.73
102367,false,6020418,15,5,2,1,19,0.2631578947368421
102368,false,12454030,44,31,5,1,48,0.6458333333333334
102369,false,24789317,82,65,57,2,102,0.6372549019607843
102370,false,4647140,18,17,3,2,19,0.8947368421052632
102371,false,6135599,23,20,9,1,27,0.7407407407407407
102372,false,50155493,166,132,47,1,202,0.6534653465346535
102373,false,7257895,29,28,2,1,30,0.9333333333333333
102374,false,41917126,32,27,3,1,187,0.1443850267379679
102375,false,6472158,30,28,20,4,31,0.9032258064516129
102376,false,17821504,60,46,40,1,71,0.647887323943662
102377,false,10980722,38,35,25,4,49,0.7142857142857143
102378,false,21738281,66,39,19,1,83,0.46987951807228917
102379,false,8964293,37,35,19,1,39,0.8974358974358975
102380,false,7202054,12,4,9,4,30,0.13333333333333333
102381,false,32243461,67,59,11,1,154,0.38311688311688313
102382,false,40745273,139,89,50,8,183,0.48633879781420764
102383,false,12852415,36,16,3,1,58,0.27586206896551724
102384,false,4117225,15,8,3,2,18,0.4444444444444444
102385,false,6819494,28,28,11,1,28,1.0
102386,false,7455782,33,28,2,1,34,0.8235294117647058
102387,false,15148372,45,31,3,2,67,0.4626865671641791
102388,false,12228480,29,18,3,1,37,0.4864864864864865
102389,false,6471340,13,5,11,1,20,0.25
102390,false,20359025,83,67,3,3,88,0.7613636363636364
102391,false,2966935,10,10,11,1,12,0.8333333333333334
102392,false,52953316,195,114,74,9,223,0.5112107623318386
102393,false,33609976,111,82,26,2,135,0.6074074074074074
102394,false,4221918,18,15,3,1,18,0.8333333333333334
102395,false,30339166,108,70,57,1,124,0.5645161290322581
102396,false,11897308,52,46,16,1,54,0.8518518518518519
102397,false,7517961,30,26,19,2,33,0.7878787878787878
102398,false,13696384,13,28,3,1,28,1.0
102399,false,14288789,27,14,3,1,54,0.25925925925925924
102400,false,3530942,9,11,5,1,14,0.7857142857142857
102401,false,11484896,50,43,29,1,53,0.8113207547169812
102402,false,8842055,29,25,12,1,37,0.6756756756756757
102403,false,10075637,33,25,4,2,44,0.5681818181818182
102404,false,12266943,46,34,17,8,50,0.68
102405,false,12395539,48,38,3,1,51,0.7450980392156863
102406,false,2983651,11,11,2,1,14,0.7857142857142857
102407,false,7275002,8,7,6,1,10,0.7
102408,false,14119551,61,51,10,1,62,0.8225806451612904
102409,false,19498456,71,55,26,1,80,0.6875
102410,false,7907308,6,3,4,1,37,0.08108108108108109
102411,false,17631614,60,45,38,1,80,0.5625
102412,false,32980497,121,95,72,2,153,0.6209150326797386
102413,false,13397057,43,32,19,1,55,0.5818181818181818
102414,false,7004783,24,16,6,1,29,0.5517241379310345
102415,false,4117464,15,9,3,2,17,0.5294117647058824
102416,false,8838939,36,36,5,1,36,1.0
102417,false,10095807,40,34,2,1,47,0.723404255319149
102418,false,14003425,58,50,2,1,59,0.847457627118644
102419,false,1991104,8,7,5,1,8,0.875
102420,false,28003658,88,56,3,1,110,0.509090909090909
102421,false,20749159,62,22,12,1,99,0.2222222222222222
102422,false,51346160,139,76,85,1,212,0.3584905660377358
102423,false,4801580,19,19,2,2,19,1.0
102424,false,5223038,20,20,15,1,24,0.8333333333333334
102425,false,30234170,92,61,33,2,125,0.488
102426,false,8242387,25,21,5,1,38,0.5526315789473685
102427,false,29966237,78,35,2,1,116,0.3017241379310345
102428,false,2748754,12,8,3,1,14,0.5714285714285714
102429,false,3126447,11,9,3,1,15,0.6
102430,false,2201232,8,8,5,1,9,0.8888888888888888
102431,false,34034525,142,127,85,2,156,0.8141025641025641
102432,false,18794754,76,72,39,1,82,0.8780487804878049
102433,false,6522911,25,22,12,1,30,0.7333333333333333
102434,false,19747944,78,67,32,1,88,0.7613636363636364
102435,false,9234103,36,33,2,1,39,0.8461538461538461
102436,false,1140476,5,5,2,1,5,1.0
102437,false,4355180,16,14,3,1,20,0.7
102438,false,30662405,82,37,24,2,142,0.2605633802816901
102439,false,3048637,13,13,3,1,13,1.0
102440,false,8018389,9,8,8,3,41,0.1951219512195122
102441,false,11722724,31,24,17,1,55,0.43636363636363634
102442,false,18532274,72,57,4,2,81,0.7037037037037037
102443,false,30596697,107,85,71,4,140,0.6071428571428571
102444,false,55291852,176,109,62,1,242,0.45041322314049587
102445,false,5726414,20,13,19,1,25,0.52
102446,false,7744568,3,10,2,1,59,0.1694915254237288
102447,false,18013626,74,69,5,1,77,0.8961038961038961
102448,false,24110826,69,51,34,2,103,0.49514563106796117
102449,false,10876369,48,44,10,3,50,0.88
102450,false,7771862,30,24,17,2,36,0.6666666666666666
102451,false,2351097,11,10,3,1,11,0.9090909090909091
102452,false,26336548,46,18,2,1,144,0.125
102453,false,1841370,8,8,5,1,8,1.0
102454,false,2206065,9,6,3,1,10,0.6
102455,false,14444091,51,33,9,1,61,0.5409836065573771
102456,false,11938450,44,30,26,1,49,0.6122448979591837
102457,false,39026827,123,66,128,1,178,0.3707865168539326
102458,false,15972565,54,40,23,1,65,0.6153846153846154
102459,false,22211514,70,54,14,1,93,0.5806451612903226
102460,false,21856485,85,65,26,3,100,0.65
102461,false,14692108,52,45,37,1,56,0.8035714285714286
102462,false,3113939,13,13,10,1,15,0.8666666666666667
102463,false,20401375,98,84,27,1,98,0.8571428571428571
102464,false,4998454,17,12,4,1,17,0.7058823529411765
102465,false,2374300,7,7,4,1,8,0.875
102466,false,15758220,28,15,6,1,57,0.2631578947368421
102467,false,40640225,128,91,29,1,157,0.5796178343949044
102468,false,5239956,23,14,12,1,23,0.6086956521739131
102469,false,25475823,65,60,2,1,132,0.45454545454545453
102470,false,2673031,10,10,7,2,11,0.9090909090909091
102471,false,26719699,52,15,4,1,115,0.13043478260869565
102472,false,8660597,33,25,5,1,39,0.6410256410256411
102473,false,13604028,45,31,16,1,49,0.6326530612244898
102474,false,15702453,47,37,35,1,73,0.5068493150684932
102475,false,7867875,38,24,3,1,39,0.6153846153846154
102476,false,27053536,92,55,5,1,119,0.46218487394957986
102477,false,8879580,33,32,14,1,36,0.8888888888888888
102478,false,4146198,16,16,3,1,17,0.9411764705882353
102479,false,5507025,21,19,12,2,24,0.7916666666666666
102480,false,18305313,63,55,41,7,87,0.632183908045977
102481,false,25640522,109,88,93,3,118,0.7457627118644068
102482,false,29240744,50,18,4,1,115,0.1565217391304348
102483,false,7491737,20,14,9,2,38,0.3684210526315789
102484,false,36839537,113,82,11,1,148,0.5540540540540541
102485,false,19593256,57,26,6,1,87,0.2988505747126437
102486,false,17240133,64,39,3,1,73,0.5342465753424658
102487,false,17254505,65,45,41,4,74,0.6081081081081081
102488,false,9882609,37,35,6,1,47,0.7446808510638298
102489,false,24736380,76,39,60,3,109,0.3577981651376147
102490,false,22485711,92,83,17,1,98,0.8469387755102041
102491,false,26077868,57,28,5,1,105,0.26666666666666666
102492,false,10108212,35,30,7,1,38,0.7894736842105263
102493,false,16741989,62,57,10,2,73,0.7808219178082192
102494,false,2169825,10,9,4,1,10,0.9
102495,false,20010259,65,46,13,1,74,0.6216216216216216
102496,false,2896315,11,10,7,2,14,0.7142857142857143
102497,false,17561021,12,3,4,1,50,0.06
102498,false,1147050,4,4,2,1,5,0.8
102499,false,45712166,137,105,5,1,195,0.5384615384615384
102500,true,27117347,17,6,12,1,110,0.05454545454545454
102501,false,41201791,148,130,42,1,170,0.7647058823529411
102502,false,8674325,31,27,15,1,34,0.7941176470588235
102503,false,8322641,37,31,20,1,40,0.775
102504,false,6420695,20,18,10,3,24,0.75
102505,false,23037472,74,47,9,2,100,0.47
102506,false,8985585,32,22,3,1,40,0.55
102507,false,14323934,55,39,3,1,63,0.6190476190476191
102508,false,3545296,14,13,7,1,16,0.8125
102509,false,18661429,44,29,14,1,47,0.6170212765957447
102510,false,8819307,4,3,13,2,36,0.08333333333333333
102511,false,13289863,53,40,17,1,60,0.6666666666666666
102512,false,10256397,34,27,8,1,42,0.6428571428571429
102513,false,9444493,39,31,28,1,42,0.7380952380952381
102514,false,41878272,131,94,41,3,191,0.49214659685863876
102515,false,25326805,91,76,16,3,115,0.6608695652173913
102516,false,5287262,11,8,6,2,22,0.36363636363636365
102517,false,9962300,40,37,18,1,41,0.9024390243902439
102518,false,38479747,130,94,80,1,164,0.573170731707317
102519,false,22108337,97,76,69,6,102,0.7450980392156863
102520,false,28103159,71,29,23,1,126,0.23015873015873015
102521,false,9833047,38,38,15,1,48,0.7916666666666666
102522,false,28514111,78,54,34,1,96,0.5625
102523,false,20683987,88,82,3,1,94,0.8723404255319149
102524,false,50994550,29,4,2,3,216,0.018518518518518517
102525,false,13378413,41,35,2,2,55,0.6363636363636364
102526,false,24058448,84,50,35,1,110,0.45454545454545453
102527,false,7581232,26,22,8,1,29,0.7586206896551724
102528,false,14833809,58,48,20,2,60,0.8
102529,false,12236248,33,17,10,1,47,0.3617021276595745
102530,false,3480426,12,13,3,1,17,0.7647058823529411
102531,false,12961363,56,50,31,3,58,0.8620689655172413
102532,false,16985322,32,12,18,1,65,0.18461538461538463
102533,false,6674585,24,22,11,1,27,0.8148148148148148
102534,false,17186880,65,48,8,1,76,0.631578947368421
102535,false,19717294,85,71,16,2,87,0.8160919540229885
102536,false,3768645,17,17,3,1,17,1.0
102537,true,16139135,61,54,46,1,68,0.7941176470588235
102538,false,6394292,19,11,6,1,30,0.36666666666666664
102539,false,11457085,42,29,28,2,52,0.5576923076923077
102540,false,14550281,5,4,2,1,64,0.0625
102541,false,14430834,53,45,30,1,63,0.7142857142857143
102542,false,10547891,41,35,5,1,42,0.8333333333333334
102543,false,30928094,100,74,3,1,109,0.6788990825688074
102544,false,4221462,17,16,6,1,17,0.9411764705882353
102545,false,29279874,131,97,25,4,139,0.697841726618705
102546,false,13738800,53,38,2,1,63,0.6031746031746031
102547,false,3276634,14,14,2,1,14,1.0
102548,false,2201054,10,9,2,1,10,0.9
102549,false,3997860,19,19,2,1,25,0.76
102550,false,25179467,67,35,27,1,103,0.33980582524271846
102551,false,3121158,13,12,4,1,14,0.8571428571428571
102552,false,11577714,32,21,5,1,45,0.4666666666666667
102553,false,9008413,35,35,5,1,37,0.9459459459459459
102554,false,4963383,11,10,2,1,11,0.9090909090909091
102555,false,1740116,5,5,2,1,8,0.625
102556,false,7497816,15,4,2,1,31,0.12903225806451613
102557,false,5870349,24,20,4,1,24,0.8333333333333334
102558,false,52847374,219,175,106,5,243,0.720164609053498
102559,false,28303175,108,88,17,3,119,0.7394957983193278
102560,false,9751573,40,35,5,1,43,0.813953488372093
102561,false,16827640,54,49,13,1,85,0.5764705882352941
102562,false,9295403,30,18,14,3,39,0.46153846153846156
102563,false,25757390,91,89,40,1,116,0.7672413793103449
102564,false,7335079,24,17,13,1,29,0.5862068965517241
102565,false,4080231,16,14,7,1,16,0.875
102566,false,11065782,39,27,9,1,46,0.5869565217391305
102567,false,1940942,10,10,2,1,10,1.0
102568,false,5482110,23,19,12,1,25,0.76
102569,false,29147607,81,55,60,1,128,0.4296875
102570,false,12590802,56,47,39,3,58,0.8103448275862069
102571,false,7270600,29,21,4,1,32,0.65625
102572,false,4067036,14,11,2,1,14,0.7857142857142857
102573,false,14963020,60,48,18,4,68,0.7058823529411765
102574,false,3535385,18,14,10,1,18,0.7777777777777778
102575,false,14611817,40,27,25,1,49,0.5510204081632653
102576,false,26948745,55,99,8,1,157,0.6305732484076433
102577,false,6908342,30,26,3,1,32,0.8125
102578,false,1748704,6,4,5,1,6,0.6666666666666666
102579,false,6859449,18,17,8,1,29,0.5862068965517241
102580,false,16374407,54,35,10,1,77,0.45454545454545453
102581,false,30895257,100,74,9,2,134,0.5522388059701493
102582,false,14245328,42,30,24,5,48,0.625
102583,false,11895604,54,48,41,1,55,0.8727272727272727
102584,false,12974337,49,38,12,1,53,0.7169811320754716
102585,false,32536906,99,76,44,82,142,0.5352112676056338
102586,false,8832673,37,27,12,1,39,0.6923076923076923
102587,false,14383473,62,53,31,1,65,0.8153846153846154
102588,false,9513361,40,40,2,1,40,1.0
102589,true,6464779,26,23,5,1,29,0.7931034482758621
102590,false,6472754,24,18,4,1,28,0.6428571428571429
102591,false,4077940,16,13,11,3,20,0.65
102592,false,1380997,6,6,6,1,6,1.0
